titulo;URUBU - 001;URUBU - 002;URUBU - 003;URUBU - 004;URUBU - 005;URUBU - 006;URUBU - 007;URUBU - 008;URUBU - 009;URUBU - 010;URUBU - 011;URUBU - 012;URUBU - 014;URUBU - 015;URUBU - 016;URUBU - 017;URUBU - 018;URUBU - 019;URUBU - 020;URUBU - 021;URUBU - 022;URUBU - 023;URUBU - 025;URUBU - 026;URUBU - 030;URUBU - 031;URUBU - 032;URUBU - 033;URUBU - 034;URUBU - 035;URUBU - 036;URUBU - 037;URUBU - 038;URUBU - 039;URUBU - 040;URUBU - 041;URUBU - 042
30/JANUARY/2019;None;0;0;0;0;0;0;None;None;0;None;None;None;0;0.90516025;0;None;None;1.0846912;0;None;0;None;0.8864901;0;0.677896;0;None;None;0;0;None;None;None;None;None;None
31/JANUARY/2019;None;0;0;0;0;0;0;None;None;0;None;None;None;0;0.906127;0;None;None;1.0849631;0;None;0.9153343;None;0;0;0.67907804;0;None;None;0;0;None;None;None;None;None;None
1/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;0;None;None;None;0;0.90468276;0;None;None;1.0815427;0;None;0.89480823;None;0;0;0;0;None;None;0.55190724;0.65801305;None;None;None;None;None;None
2/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;0;None;None;None;0;0.89872974;0;None;None;0;0;None;0;None;0;0;0.67698693;0;None;None;0.5512648;0.6526321;None;None;None;None;None;None
3/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;0;None;None;None;0;0.898649;0;None;None;0;0;None;0;None;0.89281726;0;0.6766388;0;None;None;0;0.6463448;None;None;None;None;None;None
4/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;0;None;None;None;0;0;0;None;None;0;0;None;0.86598355;None;0.8957992;0;0.67720187;0;None;None;0;0.6470268;None;None;None;None;None;None
5/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;1.3405515;None;None;None;0;0;0;None;None;0;0;None;0.8868303;None;0.8920408;0;0.67927045;0;None;None;0;0;None;None;None;None;None;None
6/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;1.3399212;None;None;None;0;0.90014464;0;None;None;1.0694236;0;None;0.84726804;None;0.8935283;0.93875027;0.6881727;0;None;None;0;0;None;None;None;None;None;None
7/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;1.3389888;None;None;None;0;0.88852966;0;None;None;1.0599972;0;None;0.8615373;None;0.8854972;0.9310766;0.6890037;0;None;None;0;0;None;None;None;None;None;None
8/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;0;None;None;None;0;0.8827209;0;None;None;1.0538882;0;None;0;None;0.88435394;0.920211;0;0;None;None;0.5357223;0.64811873;None;None;None;None;None;None
9/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;1.3386718;None;None;None;0;0.8803963;0;None;None;1.0492896;0;None;0;None;0.88610256;0.9076705;0;0;None;None;0.53558123;0.6432203;None;None;None;None;None;None
10/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;1.3382182;None;None;None;0;0.8810019;0;None;None;1.0434904;0;None;0;None;0.88186044;0.90682596;0;0;None;None;0.52893364;0.6401052;None;None;None;None;None;None
11/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;0;None;None;None;0;0.8784161;0;None;None;1.0376735;0;None;0.83901;None;0.8865918;0.91301787;0;0;None;None;0.5228166;0.63683003;None;None;None;None;None;None
12/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;1.3456267;None;None;None;0;0.89324594;0;None;None;1.0483558;0;None;0.84840393;None;0.8869062;0.9279637;0.69068867;0;None;None;0.5276257;0.6390348;None;None;None;None;None;None
13/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;1.3456154;None;None;None;0;0.88738084;0;None;None;1.046193;0;None;0.80975586;None;0.8781321;0.8506045;0.6918009;0;None;None;0.5258806;0.637576;None;None;None;None;None;None
14/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;1.3405854;None;None;None;0;0.88335264;0;None;None;1.0481378;0;None;0.8522616;None;0.86652774;0.93248385;0.6874891;0;None;None;0.51342756;0.63200766;None;None;None;None;None;None
15/FEBRUARY/2019;None;0.9781229;0;0;0;0;0;None;None;1.3401703;None;None;None;0;0.8858286;0;None;None;1.0403838;0;None;0.8468605;None;0.884763;0.9318255;0.698981;0;None;None;0.49889708;0.62625235;None;None;None;None;None;None
16/FEBRUARY/2019;None;0.98590374;0;0;0;0;0;None;None;1.3400232;None;None;None;0;0.871271;0;None;0;1.0433656;0;None;0.846862;None;0.8733353;0.9282986;0.7005534;0;None;None;0.50952464;0.6198566;None;None;None;None;None;None
17/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;1.3365663;None;None;None;0;0.86570567;0;None;None;1.0293047;0;None;0.84667003;None;0.8713189;0.9253729;0.6982017;0;None;None;0.4977683;0.61313474;None;None;None;None;None;None
18/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;1.304698;None;None;None;0;0.8668555;0;None;None;1.024403;0;None;0;None;0.87354255;0.9247016;0.69010293;0;None;None;0.49971488;0.61276114;None;None;None;None;None;None
19/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;1.3793112;None;None;None;0;0.8815507;0;None;None;1.041144;0;None;0.8449145;None;0.88085884;0;0.69978356;0;None;None;0;0;None;None;None;None;None;None
20/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0.8882813;0;None;None;1.0489804;0;None;0.82854944;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
21/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0;0;None;None;1.081509;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
22/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0;0;None;None;1.0721608;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
23/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;1.3471822;0;0;None;0;0.907697;0;None;None;0;0;None;0;None;0.859269;0;0;0;None;None;0;0;None;None;None;None;None;None
24/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;1.3490435;0;0.8767993;None;0;0.9039457;0;None;None;0;0;None;0;None;0.8458111;0;0;0;None;None;0;0;None;None;None;None;None;None
25/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0.8997387;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
26/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0.9058811;0;None;None;0;0;None;0;None;0.8692763;0;0;0;None;None;0;0.6641514;None;None;None;None;None;None
27/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0.904737;0;None;None;1.0656359;0;None;0;None;0.8834499;0;0.68452597;0;None;None;0.5806751;0.6665138;None;None;None;None;None;None
28/FEBRUARY/2019;None;0;0;0;0;0;0;None;None;1.3706732;0;0;None;0;0.9037567;0;None;None;1.0633283;0;None;0;None;0;0;0.70430046;0;None;None;0.5738201;0.6738852;None;None;None;None;None;None
29/FEBRUARY/2019;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
30/FEBRUARY/2019;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
31/FEBRUARY/2019;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
1/MARCH/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0;0;None;None;1.0632813;0;None;0;None;0;0.9148976;0;0;None;None;0;0;None;None;None;None;None;None
2/MARCH/2019;None;0;0;0;0;0;0;None;None;1.3488381;0;0;None;0;0.90799695;0;None;None;1.0613885;0;None;0;None;0.89681756;0.92020255;0;0;None;None;0;0;None;None;None;None;None;None
3/MARCH/2019;None;0;0;0;0;0;0;None;None;1.3495188;0;0;None;0;0.90199554;0;None;None;1.0650575;0;0.8105654;0;None;0.89742804;0.9212946;0;0;None;None;0;0;None;None;None;None;None;None
4/MARCH/2019;None;0;0;0;0;0;0;None;None;None;0;0;None;0;0.90160495;0;None;None;1.0742588;0;0.8627376;0;None;0;0.69125015;0;0;None;None;0;0;None;None;None;None;None;None
5/MARCH/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0;0;None;None;0;0;0.91592294;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
6/MARCH/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0;0;None;None;0;0;0.9068761;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
7/MARCH/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0;0;None;None;0;0;0.8902312;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
8/MARCH/2019;None;1.2140641;0;0;0;0;0;None;None;0;0;0;None;0;0;0;None;None;0;0;0;0;None;0;0;0.691304;0;None;None;0.6210006;0.72082967;None;None;None;None;None;None
9/MARCH/2019;None;0.7908681;0;0;0;0;0;None;None;1.3997065;0;0;None;0;0;0;None;None;0;0;0.36200917;0;None;0;0;0.7043336;0;None;None;0;0;None;None;None;None;None;None
10/MARCH/2019;None;0.7083981;0;0;0;0;0;None;None;1.3664395;0;0;None;0;0;0;None;None;0;0;0.743569;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
11/MARCH/2019;None;0.48457754;0;0;0;0;0;None;None;0;0;0;None;0;0;0;None;None;0.9864048;0;0.95504236;0;None;0;0;0.6895168;0;None;None;0;0;None;None;None;None;None;None
12/MARCH/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0;0;None;None;0.9887793;0;0.90283453;0;None;0;0;0.7027807;0;None;None;0;0;None;None;None;None;None;None
13/MARCH/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0;0;None;None;0.9844003;0;0.9559946;0;None;0;0;0.69568366;0;None;None;0;0;None;None;None;None;None;None
14/MARCH/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0;0;None;None;0.97800344;0;0;0;None;0;0;0.6848878;0;None;None;0;0;None;None;None;None;None;None
15/MARCH/2019;None;0;0;0;0;0;0;None;None;None;0;0;None;0;0.9119174;0;None;None;0.9811765;0;0;0;None;0;0;0.69359004;0;None;None;0;0;None;None;None;None;None;None
16/MARCH/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0.90901196;0;None;None;0.9752063;0;0;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
17/MARCH/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0.9075373;0;None;None;0.980226;0;0;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
18/MARCH/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0.9071583;0;None;None;0.97795665;0;0;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
19/MARCH/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0;0;None;None;0.97774565;0;0;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
20/MARCH/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0;0;None;None;0.9845296;0;0;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
21/MARCH/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0;0;None;None;0.9925432;0;0;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
22/MARCH/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0;0;None;None;0.996665;0;0;0;None;0;0;0.6848893;0;None;None;0;0;None;None;None;None;None;None
23/MARCH/2019;None;0;0;0;0;0;0;None;None;1.3644817;0;0;None;0;0;0;None;None;0.84982395;0;0;0;None;0;0;0.6966319;0;None;None;0;0;None;None;None;None;None;None
24/MARCH/2019;None;0;0;0;0;0;0;None;None;1.3586038;0;0.93423533;None;0;0.9109276;0;None;None;0.84375226;0;0;0;None;0;0;0.65335363;0;None;None;0.66516376;0.7868705;None;None;None;None;None;None
25/MARCH/2019;None;0;0;0;0;0;0;None;None;0;0;0.95048517;None;0;0.90870297;0;None;None;0.9838;0;0;0;None;0;0;0.64185524;0;None;None;0;0.79110813;None;None;None;None;None;None
26/MARCH/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0;0;None;None;1.004781;0;0;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
27/MARCH/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0;0;None;None;0;0;0;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
28/MARCH/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0;0;None;None;0;0;0;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
29/MARCH/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0;0;None;None;0;0;0.39338425;0;None;0;0;0;0;None;None;0;0.8091282;None;None;None;None;None;None
30/MARCH/2019;None;0;0;0;0;0;0;None;None;0;0;0.9301061;None;0;0;0;None;None;0;0;0.7498168;0;None;0;0;0;0;None;None;0;0.81006527;None;None;None;None;None;None
31/MARCH/2019;None;0;0;0;0;0;0;None;None;0;0;0.93656516;None;0;0;0;None;None;0.98621273;0;0.7173809;0;None;0;0;0;0;None;None;0;0.81297195;None;None;None;None;None;None
1/APRIL/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0;0;None;None;0.98467606;0;None;0;None;0;0;0;0;None;None;0;0.812955;None;None;None;None;None;None
2/APRIL/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0;0;None;None;0.98621637;0;None;0;None;0;0;0.6848808;0;None;None;0;0;None;None;None;None;None;None
3/APRIL/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0;0;None;None;0.99085134;0;None;0;None;0;0;0.67912763;0;None;None;0;0;None;None;None;None;None;None
4/APRIL/2019;None;0;0;0;0;0;0;None;None;0;0;0;None;0;0;0;None;None;0.9931948;0;None;0;None;0;0;0.67324746;0;None;None;0;0;None;None;None;None;None;None
5/APRIL/2019;None;0;0;0;0;0;0;None;None;0;0;1.0530589;None;0;0;0;None;None;0.98949665;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
6/APRIL/2019;None;0;0;0;0;0;0;None;None;0;None;0.9223754;None;0;0;0;None;None;0.99208343;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
7/APRIL/2019;None;0;0;0;0;0;0;None;None;0;None;0.9454969;None;0;0;0;None;None;0.99306166;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
8/APRIL/2019;None;0;0;0;0;0;0;None;None;0;None;0.8880227;None;0;0;0;None;None;0.9977178;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
9/APRIL/2019;None;0;0;0;0;0;0;None;None;0;None;1.725977;None;0;0;0;None;None;0.9893349;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
10/APRIL/2019;None;0;0;0;0;0;0;None;0;0;1.1511179;1.5203084;None;0;0;0;None;None;0.99277204;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
11/APRIL/2019;None;0;0;0;0;0;0;None;0;0;0;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
12/APRIL/2019;None;0;0;0;0;0;0;None;0;0;0;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
13/APRIL/2019;None;0;0;0;0;0;0;None;0;0;1.0339478;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
14/APRIL/2019;None;0;0;0;0;0;0;None;0;0;0;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
15/APRIL/2019;None;0;0;0;0;0;0;None;0;0;0;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
16/APRIL/2019;None;0;0;0;0;0;0;None;0;0;0;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0.70194906;0;None;None;0;0;None;None;None;None;None;None
17/APRIL/2019;None;0;0;0;0;0;0;None;0;0;0;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0.65794736;0;None;None;0;0;None;None;None;None;None;None
18/APRIL/2019;None;0;0;0;0;0;0;None;0;0;0;0;None;0;0;0;None;None;0.9800973;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
19/APRIL/2019;None;0;0;0;0;0;0;None;0;0;0;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
20/APRIL/2019;None;0;0;0;0;0;0;None;0;0;0;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
21/APRIL/2019;None;0;0;0;0;0;0;None;0;0;0;0;None;0;0;0;None;None;1.0029898;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
22/APRIL/2019;None;0;0;0;0;0;0;None;0;0;0;0;None;0;0;0;None;None;0.9907426;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
23/APRIL/2019;None;0;0;0;0;0;0;None;0;0;0;0;None;0;0;0;None;None;0.9748042;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
24/APRIL/2019;None;0;0;0;0;0;0;None;0;0;0;0;None;0;0;0;None;None;0.9645559;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
25/APRIL/2019;None;0;0;0;0;0;0;None;0;0;0;0;None;0;0;0;None;None;0.9560737;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
26/APRIL/2019;None;0;0;0;0;0;0;None;0;0;0;0;None;0;0;0;None;None;0.9799684;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
27/APRIL/2019;None;0;0;0;0;0;0;None;0;0;0;0;None;0;0;0;None;None;0.9756096;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
28/APRIL/2019;None;0;0;0;0;0;0;None;0;0;0;0;None;0;0;0;None;None;1.0358934;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
29/APRIL/2019;None;0;0;0;0;0;0;None;0;0;0;0;None;0;0;0;None;None;1.0306551;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
30/APRIL/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0.86664295;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
31/APRIL/2019;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
1/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0.8756649;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
2/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;1.0497836;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
3/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;1.0458341;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
4/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;1.0448079;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
5/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0.980695;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
6/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0.7209711;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
7/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;1.0411254;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
8/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;1.007602;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
9/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;1.0235091;0;None;0;None;0.8146571;0;0;0;None;None;0;0;None;None;None;None;None;None
10/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0.9826096;0;None;0;None;0.88967025;0;0;0;None;None;0;0;None;None;None;None;None;None
11/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0.9070067;0;0;0;None;None;0;0;None;None;None;None;None;None
12/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
13/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;0;0;0;None;0;None;0.91712236;0;0;0;None;None;0;0;None;None;None;None;None;None
14/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
15/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0.90966886;0;0;0;None;None;0;0;None;None;None;None;None;None
16/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
17/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
18/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
19/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
20/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
21/MAY/2019;None;0;0;0;0;0;0;None;0;1.3892254;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
22/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
23/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
24/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
25/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
26/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
27/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
28/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
29/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
30/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
31/MAY/2019;None;0;0;0;0;0;0;None;None;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
1/JUNE/2019;None;0;0;0;0;0;0;None;None;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
2/JUNE/2019;None;0;0;0;0;0;0;None;None;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
3/JUNE/2019;None;0;0;0;0;0;0;None;None;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
4/JUNE/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0.9076904;0;0;0;None;None;0;0;None;None;None;None;None;None
5/JUNE/2019;None;0.99325305;0;0;0;0;0;None;None;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0.92046237;0;0;0;None;None;0;0;None;None;None;None;None;None
6/JUNE/2019;None;0;0;0;0;0;0;None;None;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
7/JUNE/2019;None;0;0;0;0;0;0;None;None;0;None;0;None;0;0;0;None;None;None;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
